language,feature_id,layer,source_keyword,explanation,rank,pk_id,verse_ref,score,raw_text
cuv,28049,2-llamascope-res-32k,feeling,descriptions and expressions of feelings and sensations,4,1KI-007-031,1 Kings 7:31,0.6153773,小 座 高 一 肘 ， 口 是 圆 的 ， 彷 佛 座 的 样 式 ， 径 一 肘 半 ， 在 口 上 有 雕 工 ， 心 子 是 方 的 ， 不 是 圆 的 。
cuv,28049,2-llamascope-res-32k,feeling,descriptions and expressions of feelings and sensations,5,1KI-007-035,1 Kings 7:35,0.61001205,座 上 有 圆 架 ， 高 半 肘 ； 座 上 有 撑 子 和 心 子 ， 是 与 座 一 同 铸 的 。
cuv,28483,24-llamascope-res-32k,sentiment, emotional expressions or sentiments,1,NUM-005-030,Numbers 5:30,0.6430794,或 是 人 生 了 疑 恨 的 心 ， 疑 恨 他 的 妻 ， 就 有 这 疑 恨 的 条 例 。 那 时 他 要 叫 妇 人 站 在 耶 和 华 面 前 ， 祭 司 要 在 他 身 上 照 这 条 例 而 行 。
cuv,28483,24-llamascope-res-32k,sentiment, emotional expressions or sentiments,2,ACT-010-017,Acts 10:17,0.6356973,彼 得 心 里 正 在 猜 疑 之 间 ， 不 知 所 看 见 的 异 象 是 甚 麽 意 思 。 哥 尼 流 所 差 来 的 人 已 经 访 问 到 西 门 的 家 ， 站 在 门 外 ，
cuv,28483,24-llamascope-res-32k,sentiment, emotional expressions or sentiments,3,2KI-009-017,2 Kings 9:17,0.6339555,有 一 个 守 望 的 人 站 在 耶 斯 列 的 楼 上 ， 看 见 耶 户 带 着 一 群 人 来 ， 就 说 ： 我 看 见 一 群 人 。 约 兰 说 ： 打 发 一 个 骑 马 的 去 迎 接 他 们 ， 问 说 ： 平 安 不 平 安 ？
cuv,28483,24-llamascope-res-32k,sentiment, emotional expressions or sentiments,4,2KI-006-015,2 Kings 6:15,0.6283345,　 神 人 的 仆 人 清 早 起 来 出 去 ， 看 见 车 马 军 兵 围 困 了 城 。 仆 人 对 神 人 说 ： 哀 哉 ！ 我 主 啊 ， 我 们 怎 样 行 才 好 呢 ？
cuv,28483,24-llamascope-res-32k,sentiment, emotional expressions or sentiments,5,JDG-019-009,Judges 19:9,0.62827283,那 人 同 他 的 妾 和 仆 人 起 来 要 走 ， 他 岳 父 ， 就 是 女 子 的 父 亲 ， 对 他 说 ： 看 哪 ， 日 头 偏 西 了 ， 请 你 再 住 一 夜 ； 天 快 晚 了 ， 可 以 在 这 里 住 宿 ， 畅 快 你 的 心 。 明 天 早 早 起 行 回 家 去 。
cuv,28642,28-llamascope-res-32k,feeling, feelings and emotional expressions,1,2TI-003-011,2 Timothy 3:11,0.63263094,以 及 我 在 安 提 阿 、 以 哥 念 、 路 司 得 所 遭 遇 的 逼 迫 ， 苦 难 。 我 所 忍 受 是 何 等 的 逼 迫 ； 但 从 这 一 切 苦 难 中 ， 主 都 把 我 救 出 来 了 。
cuv,28642,28-llamascope-res-32k,feeling, feelings and emotional expressions,2,1CO-016-009,1 Corinthians 16:9,0.6294232,因 为 有 宽 大 又 有 功 效 的 门 为 我 开 了 ， 并 且 反 对 的 人 也 多 。
cuv,28642,28-llamascope-res-32k,feeling, feelings and emotional expressions,3,2TI-001-012,2 Timothy 1:12,0.62467027,为 这 缘 故 ， 我 也 受 这 些 苦 难 。 然 而 我 不 以 为 耻 ； 因 为 知 道 我 所 信 的 是 谁 ， 也 深 信 他 能 保 全 我 所 交 付 他 的 （ 或 作 ： 他 所 交 托 我 的 ） ， 直 到 那 日 。
cuv,28642,28-llamascope-res-32k,feeling, feelings and emotional expressions,4,ACT-010-033,Acts 10:33,0.62247074,所 以 我 立 时 打 发 人 去 请 你 。 你 来 了 很 好 ； 现 今 我 们 都 在 神 面 前 ， 要 听 主 所 吩 咐 你 的 一 切 话 。
cuv,28642,28-llamascope-res-32k,feeling, feelings and emotional expressions,5,2CO-009-002,2 Corinthians 9:2,0.62046564,因 为 我 知 道 你 们 乐 意 的 心 ， 常 对 马 其 顿 人 夸 奖 你 们 ， 说 亚 该 亚 人 预 备 好 了 ， 已 经 有 一 年 了 ； 并 且 你 们 的 热 心 激 动 了 许 多 人 。
cuv,28668,9-llamascope-res-32k,feeling, expressions of feelings and emotions,1,2JN-001-012,2 John 1:12,0.6352533,我 还 有 许 多 事 要 写 给 你 们 ， 却 不 愿 意 用 纸 墨 写 出 来 ， 但 盼 望 到 你 们 那 里 ， 与 你 们 当 面 谈 论 ， 使 你 们 的 喜 乐 满 足 。
cuv,28668,9-llamascope-res-32k,feeling, expressions of feelings and emotions,2,JHN-016-033,John 16:33,0.6305369,我 将 这 些 事 告 诉 你 们 ， 是 要 叫 你 们 在 我 里 面 有 平 安 。 在 世 上 ， 你 们 有 苦 难 ； 但 你 们 可 以 放 心 ， 我 已 经 胜 了 世 界 。
cuv,28668,9-llamascope-res-32k,feeling, expressions of feelings and emotions,3,1CO-004-012,1 Corinthians 4:12,0.6264736,并 且 劳 苦 ， 亲 手 做 工 。 被 人 咒 骂 ， 我 们 就 祝 福 ； 被 人 逼 迫 ， 我 们 就 忍 受 ；
cuv,28668,9-llamascope-res-32k,feeling, expressions of feelings and emotions,4,2CO-007-004,2 Corinthians 7:4,0.6253214,我 大 大 的 放 胆 ， 向 你 们 说 话 ； 我 因 你 们 多 多 夸 口 ， 满 得 安 慰 ； 我 们 在 一 切 患 难 中 分 外 的 快 乐 。
cuv,28668,9-llamascope-res-32k,feeling, expressions of feelings and emotions,5,2PE-003-001,2 Peter 3:1,0.61771023,亲 爱 的 弟 兄 阿 ， 我 现 在 写 给 你 们 的 是 第 二 封 信 。 这 两 封 都 是 提 醒 你 们 ， 激 发 你 们 诚 实 的 心 ，
cuv,28937,20-llamascope-res-32k,feeling, expressions of emotions and sensations,1,2TI-004-007,2 Timothy 4:7,0.6424174,那 美 好 的 仗 我 已 经 打 过 了 ， 当 跑 的 路 我 已 经 跑 尽 了 ， 所 信 的 道 我 已 经 守 住 了 。
cuv,28937,20-llamascope-res-32k,feeling, expressions of emotions and sensations,2,2JN-001-012,2 John 1:12,0.63129145,我 还 有 许 多 事 要 写 给 你 们 ， 却 不 愿 意 用 纸 墨 写 出 来 ， 但 盼 望 到 你 们 那 里 ， 与 你 们 当 面 谈 论 ， 使 你 们 的 喜 乐 满 足 。
cuv,28937,20-llamascope-res-32k,feeling, expressions of emotions and sensations,3,1KI-010-007,1 Kings 10:7,0.6283532,我 先 不 信 那 些 话 ， 及 至 我 来 亲 眼 见 了 才 知 道 人 所 告 诉 我 的 还 不 到 一 半 。 你 的 智 慧 和 你 的 福 分 越 过 我 所 听 见 的 风 声 。
cuv,28937,20-llamascope-res-32k,feeling, expressions of emotions and sensations,4,ROM-003-002,Romans 3:2,0.61997116,凡 事 大 有 好 处 ： 第 一 是 神 的 圣 言 交 托 他 们 。
cuv,28937,20-llamascope-res-32k,feeling, expressions of emotions and sensations,5,2CO-007-004,2 Corinthians 7:4,0.6183766,我 大 大 的 放 胆 ， 向 你 们 说 话 ； 我 因 你 们 多 多 夸 口 ， 满 得 安 慰 ； 我 们 在 一 切 患 难 中 分 外 的 快 乐 。
cuv,29168,19-llamascope-res-32k,feeling,expressions related to emotions and feelings,1,1CO-007-040,1 Corinthians 7:40,0.6727346,然 而 按 我 的 意 见 ， 若 常 守 节 更 有 福 气 。 我 也 想 自 己 是 被 神 的 灵 感 动 了 。
cuv,29168,19-llamascope-res-32k,feeling,expressions related to emotions and feelings,2,PHP-004-012,Philippians 4:12,0.645442,我 知 道 怎 样 处 卑 贱 ， 也 知 道 怎 样 处 丰 富 ； 或 饱 足 ， 或 饥 饿 ； 或 有 馀 ， 或 缺 乏 ， 随 事 随 在 ， 我 都 得 了 秘 诀 。
cuv,29168,19-llamascope-res-32k,feeling,expressions related to emotions and feelings,3,ECC-008-006,Ecclesiastes 8:6,0.64436126,各 样 事 务 成 就 都 有 时 候 和 定 理 ， 因 为 人 的 苦 难 重 压 在 他 身 上 。
cuv,29168,19-llamascope-res-32k,feeling,expressions related to emotions and feelings,4,ECC-003-006,Ecclesiastes 3:6,0.64212424,寻 找 有 时 ， 失 落 有 时 ； 保 守 有 时 ， 舍 弃 有 时 ；
cuv,29168,19-llamascope-res-32k,feeling,expressions related to emotions and feelings,5,ECC-002-010,Ecclesiastes 2:10,0.64168507,凡 我 眼 所 求 的 ， 我 没 有 留 下 不 给 他 的 ； 我 心 所 乐 的 ， 我 没 有 禁 止 不 享 受 的 ； 因 我 的 心 为 我 一 切 所 劳 碌 的 快 乐 ， 这 就 是 我 从 劳 碌 中 所 得 的 分 。
cuv,29185,16-llamascope-res-32k,sentiment, instances of strong sentiment or emotions,1,NUM-002-017,Numbers 2:17,0.550949,随 後 ， 会 幕 要 往 前 行 ， 有 利 未 营 在 诸 营 中 间 。 他 们 怎 样 安 营 就 怎 样 往 前 行 ， 各 按 本 位 ， 各 归 本 纛 。
cuv,29185,16-llamascope-res-32k,sentiment, instances of strong sentiment or emotions,2,DEU-024-001,Deuteronomy 24:1,0.5497526,人 若 娶 妻 以 後 ， 见 他 有 甚 麽 不 合 理 的 事 ， 不 喜 悦 他 ， 就 可 以 写 休 书 交 在 他 手 中 ， 打 发 他 离 开 夫 家 。
cuv,29185,16-llamascope-res-32k,sentiment, instances of strong sentiment or emotions,3,EXO-028-015,Exodus 28:15,0.5468343,你 要 用 巧 匠 的 手 工 做 一 个 决 断 的 胸 牌 。 要 和 以 弗 得 一 样 的 做 法 ： 用 金 线 和 蓝 色 、 紫 色 、 朱 红 色 线 ， 并 捻 的 细 麻 做 成 。
cuv,29185,16-llamascope-res-32k,sentiment, instances of strong sentiment or emotions,4,EXO-026-024,Exodus 26:24,0.54014003,板 的 下 半 截 要 双 的 ， 上 半 截 要 整 的 ， 直 顶 到 第 一 个 环 子 ； 两 块 都 要 这 样 做 两 个 拐 角 。
cuv,29185,16-llamascope-res-32k,sentiment, instances of strong sentiment or emotions,5,JOB-006-029,Job 6:29,0.5388572,请 你 们 转 意 ， 不 要 不 公 ； 请 再 转 意 ， 我 的 事 有 理 。
cuv,2930,3-llamascope-res-32k,feeling, sentiment expressing disappointment,1,ACT-023-030,Acts 23:30,0.63030225,後 来 有 人 把 要 害 他 的 计 谋 告 诉 我 ， 我 就 立 时 解 他 到 你 那 里 去 ， 又 吩 咐 告 他 的 人 在 你 面 前 告 他 。 （ 有 古 卷 在 此 有 ： 愿 你 平 安 ！ ）
cuv,2930,3-llamascope-res-32k,feeling, sentiment expressing disappointment,2,LAM-001-021,Lamentations 1:21,0.62913895,听 见 我 叹 息 的 有 人 ； 安 慰 我 的 却 无 人 ！ 我 的 仇 敌 都 听 见 我 所 遭 的 患 难 ； 因 你 做 这 事 ， 他 们 都 喜 乐 。 你 必 使 你 报 告 的 日 子 来 到 ， 他 们 就 像 我 一 样 。
cuv,2930,3-llamascope-res-32k,feeling, sentiment expressing disappointment,3,2CO-007-004,2 Corinthians 7:4,0.6285839,我 大 大 的 放 胆 ， 向 你 们 说 话 ； 我 因 你 们 多 多 夸 口 ， 满 得 安 慰 ； 我 们 在 一 切 患 难 中 分 外 的 快 乐 。
cuv,2930,3-llamascope-res-32k,feeling, sentiment expressing disappointment,4,1CH-029-017,1 Chronicles 29:17,0.62141365,我 的 　 神 啊 ， 我 知 道 你 察 验 人 心 ， 喜 悦 正 直 ； 我 以 正 直 的 心 乐 意 献 上 这 一 切 物 。 现 在 我 喜 欢 见 你 的 民 在 这 里 都 乐 意 奉 献 与 你 。
cuv,2930,3-llamascope-res-32k,feeling, sentiment expressing disappointment,5,2CO-009-002,2 Corinthians 9:2,0.6175734,因 为 我 知 道 你 们 乐 意 的 心 ， 常 对 马 其 顿 人 夸 奖 你 们 ， 说 亚 该 亚 人 预 备 好 了 ， 已 经 有 一 年 了 ； 并 且 你 们 的 热 心 激 动 了 许 多 人 。
cuv,2954,31-llamascope-res-32k,feeling, words that express feelings or emotions,1,ACT-004-009,Acts 4:9,0.62211835,治 民 的 官 府 和 长 老 阿 ， 倘 若 今 日 因 为 在 残 疾 人 身 上 所 行 的 善 事 查 问 我 们 他 是 怎 麽 得 了 痊 愈 ，
cuv,2954,31-llamascope-res-32k,feeling, words that express feelings or emotions,2,ACT-023-030,Acts 23:30,0.62144804,後 来 有 人 把 要 害 他 的 计 谋 告 诉 我 ， 我 就 立 时 解 他 到 你 那 里 去 ， 又 吩 咐 告 他 的 人 在 你 面 前 告 他 。 （ 有 古 卷 在 此 有 ： 愿 你 平 安 ！ ）
cuv,2954,31-llamascope-res-32k,feeling, words that express feelings or emotions,3,ECC-006-002,Ecclesiastes 6:2,0.6186227,就 是 人 蒙 　 神 赐 他 资 财 、 丰 富 、 尊 荣 ， 以 致 他 心 里 所 愿 的 一 样 都 不 缺 ， 只 是 　 神 使 他 不 能 吃 用 ， 反 有 外 人 来 吃 用 。 这 是 虚 空 ， 也 是 祸 患 。
cuv,2954,31-llamascope-res-32k,feeling, words that express feelings or emotions,4,AMO-007-007,Amos 7:7,0.6161746,他 又 指 示 我 一 件 事 ： 有 一 道 墙 是 按 准 绳 建 筑 的 ， 主 手 拿 准 绳 站 在 其 上 。
cuv,2954,31-llamascope-res-32k,feeling, words that express feelings or emotions,5,ZEC-013-006,Zechariah 13:6,0.61447453,必 有 人 问 他 说 ： 你 两 臂 中 间 是 甚 麽 伤 呢 ？ 他 必 回 答 说 ： 这 是 我 在 亲 友 家 中 所 受 的 伤 。
cuv,2967,4-llamascope-res-32k,feeling, phrases related to feelings of contentment or satisfaction,1,1CO-009-025,1 Corinthians 9:25,0.62598336,凡 较 力 争 胜 的 ， 诸 事 都 有 节 制 ， 他 们 不 过 是 要 得 能 坏 的 冠 冕 ； 我 们 却 是 要 得 不 能 坏 的 冠 冕 。
cuv,2967,4-llamascope-res-32k,feeling, phrases related to feelings of contentment or satisfaction,2,2TI-004-008,2 Timothy 4:8,0.6227914,从 此 以 後 ， 有 公 义 的 冠 冕 为 我 存 留 ， 就 是 按 着 公 义 审 判 的 主 到 了 那 日 要 赐 给 我 的 ； 不 但 赐 给 我 ， 也 赐 给 凡 爱 慕 他 显 现 的 人 。
cuv,2967,4-llamascope-res-32k,feeling, phrases related to feelings of contentment or satisfaction,3,2TI-004-002,2 Timothy 4:2,0.6108353,务 要 传 道 ， 无 论 得 时 不 得 时 ， 总 要 专 心 ； 并 用 百 般 的 忍 耐 ， 各 样 的 教 训 ， 责 备 人 、 警 戒 人 、 劝 勉 人 。
cuv,2967,4-llamascope-res-32k,feeling, phrases related to feelings of contentment or satisfaction,4,DEU-001-017,Deuteronomy 1:17,0.60939264,审 判 的 时 候 ， 不 可 看 人 的 外 貌 ； 听 讼 不 可 分 贵 贱 ， 不 可 惧 怕 人 ， 因 为 审 判 是 属 乎 神 的 。 若 有 难 断 的 案 件 ， 可 以 呈 到 我 这 里 ， 我 就 判 断 。
cuv,2967,4-llamascope-res-32k,feeling, phrases related to feelings of contentment or satisfaction,5,2CO-010-002,2 Corinthians 10:2,0.6087379,有 人 以 为 我 是 凭 着 血 气 行 事 ， 我 也 以 为 必 须 用 勇 敢 待 这 等 人 ； 求 你 们 不 要 叫 我 在 你 们 那 里 的 时 候 ， 有 这 样 的 勇 敢 。
cuv,29846,21-llamascope-res-32k,sentiment,emotional attitudes and sentiments towards individuals or groups,1,1CO-006-009,1 Corinthians 6:9,0.6493918,你 们 岂 不 知 不 义 的 人 不 能 承 受 神 的 国 麽 ？ 不 要 自 欺 ！ 无 论 是 淫 乱 的 、 拜 偶 像 的 、 奸 淫 的 、 作 娈 童 的 、 亲 男 色 的 、
cuv,29846,21-llamascope-res-32k,sentiment,emotional attitudes and sentiments towards individuals or groups,2,ACT-020-030,Acts 20:30,0.6361306,就 是 你 们 中 间 ， 也 必 有 人 起 来 说 悖 谬 的 话 ， 要 引 诱 门 徒 跟 从 他 们 。
cuv,29846,21-llamascope-res-32k,sentiment,emotional attitudes and sentiments towards individuals or groups,3,2KI-019-022,2 Kings 19:22,0.6303246,你 辱 骂 谁 ？ 亵 渎 谁 ？ 扬 起 声 来 ， 高 举 眼 目 攻 击 谁 呢 ？ 乃 是 攻 击 以 色 列 的 圣 者 ！
cuv,29846,21-llamascope-res-32k,sentiment,emotional attitudes and sentiments towards individuals or groups,4,1PE-004-011,1 Peter 4:11,0.62973464,若 有 讲 道 的 ， 要 按 着 神 的 圣 言 讲 ； 若 有 服 事 人 的 ， 要 按 着 神 所 赐 的 力 量 服 事 ， 叫 神 在 凡 事 上 因 耶 稣 基 督 得 荣 耀 。 原 来 荣 耀 、 权 能 都 是 他 的 ， 直 到 永 永 远 远 。 阿 们 ！
cuv,29846,21-llamascope-res-32k,sentiment,emotional attitudes and sentiments towards individuals or groups,5,2TI-002-025,2 Timothy 2:25,0.62927026,用 温 柔 劝 戒 那 抵 挡 的 人 ； 或 者 神 给 他 们 悔 改 的 心 ， 可 以 明 白 真 道 ，
cuv,30098,0-llamascope-res-32k,sentiment, expressions of feelings or sentiments,1,2CO-012-020,2 Corinthians 12:20,0.61296165,我 怕 我 再 来 的 时 候 ， 见 你 们 不 合 我 所 想 望 的 ， 你 们 见 我 也 不 合 你 们 所 想 望 的 ； 又 怕 有 纷 争 、 嫉 妒 、 恼 怒 、 结 党 、 毁 谤 、 谗 言 、 狂 傲 、 混 乱 的 事 。
cuv,30098,0-llamascope-res-32k,sentiment, expressions of feelings or sentiments,2,2KI-002-010,2 Kings 2:10,0.6096273,以 利 亚 说 ： 你 所 求 的 难 得 。 虽 然 如 此 ， 我 被 接 去 离 开 你 的 时 候 ， 你 若 看 见 我 ， 就 必 得 着 ； 不 然 ， 必 得 不 着 了 。
cuv,30098,0-llamascope-res-32k,sentiment, expressions of feelings or sentiments,3,HAB-002-003,Habakkuk 2:3,0.60833424,因 为 这 默 示 有 一 定 的 日 期 ， 快 要 应 验 ， 并 不 虚 谎 。 虽 然 迟 延 ， 还 要 等 候 ； 因 为 必 然 临 到 ， 不 再 迟 延 。
cuv,30098,0-llamascope-res-32k,sentiment, expressions of feelings or sentiments,4,2JN-001-012,2 John 1:12,0.6077306,我 还 有 许 多 事 要 写 给 你 们 ， 却 不 愿 意 用 纸 墨 写 出 来 ， 但 盼 望 到 你 们 那 里 ， 与 你 们 当 面 谈 论 ， 使 你 们 的 喜 乐 满 足 。
cuv,30098,0-llamascope-res-32k,sentiment, expressions of feelings or sentiments,5,JOB-018-002,Job 18:2,0.6049866,你 寻 索 言 语 要 到 几 时 呢 ？ 你 可 以 揣 摩 思 想 ， 然 後 我 们 就 说 话 。
cuv,30221,26-llamascope-res-32k,feeling,emotional experiences and complex feelings,1,JHN-016-033,John 16:33,0.67273337,我 将 这 些 事 告 诉 你 们 ， 是 要 叫 你 们 在 我 里 面 有 平 安 。 在 世 上 ， 你 们 有 苦 难 ； 但 你 们 可 以 放 心 ， 我 已 经 胜 了 世 界 。
cuv,30221,26-llamascope-res-32k,feeling,emotional experiences and complex feelings,2,JHN-016-020,John 16:20,0.66780406,我 实 实 在 在 的 告 诉 你 们 ， 你 们 将 要 痛 哭 、 哀 号 ， 世 人 倒 要 喜 乐 ； 你 们 将 要 忧 愁 ， 然 而 你 们 的 忧 愁 要 变 为 喜 乐 。
cuv,30221,26-llamascope-res-32k,feeling,emotional experiences and complex feelings,3,JHN-016-022,John 16:22,0.661843,你 们 现 在 也 是 忧 愁 ， 但 我 要 再 见 你 们 ， 你 们 的 心 就 喜 乐 了 ； 这 喜 乐 也 没 有 人 能 夺 去 。
cuv,30221,26-llamascope-res-32k,feeling,emotional experiences and complex feelings,4,ROM-012-012,Romans 12:12,0.66113156,在 指 望 中 要 喜 乐 ， 在 患 难 中 要 忍 耐 ， 祷 告 要 恒 切 。
cuv,30221,26-llamascope-res-32k,feeling,emotional experiences and complex feelings,5,1CO-010-033,1 Corinthians 10:33,0.65878606,就 好 像 我 凡 事 都 叫 众 人 喜 欢 ， 不 求 自 己 的 益 处 ， 只 求 众 人 的 益 处 ， 叫 他 们 得 救 。
cuv,30286,2-llamascope-res-32k,sentiment, expressions of emotion and sentiment,1,NUM-010-003,Numbers 10:3,0.57401973,吹 这 号 的 时 候 ， 全 会 众 要 到 你 那 里 ， 聚 集 在 会 幕 门 口 。
cuv,30286,2-llamascope-res-32k,sentiment, expressions of emotion and sentiment,2,PSA-096-011,Psalms 96:11,0.56984574,愿 天 欢 喜 ， 愿 地 快 乐 ！ 愿 海 和 其 中 所 充 满 的 澎 湃 ！
